LabelURN,Text,SpecimenURN,ImageURN,ROI
urn:cite:botcar:catesbyLabels.penOnPage1.1,R.H.S. 606.15,urn:cite:botcar:sloane.1,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_087_0417,""
urn:cite:botcar:catesbyLabels.penOnPage336.1,R.H.S. 609,urn:cite:botcar:sloane.336,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_103_0552,""
urn:cite:botcar:catesbyLabels.penOnPage347.1,R.H.S. 637,urn:cite:botcar:sloane.347,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_074_0580,""
urn:cite:botcar:catesbyLabels.penOnPage153.1,R.H.S. 639,urn:cite:botcar:sloane.153,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_118_0534,""
urn:cite:botcar:catesbyLabels.penOnPage53.1,R.H.S. 639,urn:cite:botcar:sloane.53,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_124_0531,""
urn:cite:botcar:catesbyLabels.penOnPage371.1,R.H.S. 640,urn:cite:botcar:sloane.371,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_068_0589,""
urn:cite:botcar:catesbyLabels.penOnPage396.1,R.H.S. 642,urn:cite:botcar:sloane.396,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_082_0575,""
urn:cite:botcar:catesbyLabels.penOnPage119.1,R.H.S. 84,urn:cite:botcar:sloane.119,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_078_0576,""
urn:cite:botcar:catesbyLabels.penOnPage376.1,R.H.S. A.4,urn:cite:botcar:sloane.376,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_080_0577,""
urn:cite:botcar:catesbyLabels.penOnPage222.1,R.H.S. App. 242,urn:cite:botcar:sloane.222,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_086_0564,""
urn:cite:botcar:catesbyLabels.penOnPage150.1,R.H.S. App. 4,urn:cite:botcar:sloane.150,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_041_0617,""
urn:cite:botcar:catesbyLabels.penOnPage242.1,R.H.S. App. 4,urn:cite:botcar:sloane.242,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_065_0592,""
urn:cite:botcar:catesbyLabels.penOnPage166.1,R.H.S. App. 4,urn:cite:botcar:sloane.166,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_101_0553,""
urn:cite:botcar:catesbyLabels.penOnPage164.1,R.H.S. App. 4,urn:cite:botcar:sloane.164,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_104_0557,""
urn:cite:botcar:catesbyLabels.penOnPage289.1,R.H.S.566,urn:cite:botcar:sloane.289,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_105_0548,""
urn:cite:botcar:catesbyLabels.penOnPage324.1,R.H.S.A. 242,urn:cite:botcar:sloane.324,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_083_0572,""
urn:cite:botcar:catesbyLabels.penOnPage94.1,R.H.S.A.246,urn:cite:botcar:sloane.94,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_110_0551,""
urn:cite:botcar:catesbyLabels.penOnPage21.1,R.H.S.P 7,urn:cite:botcar:sloane.21,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_036_0622,""
urn:cite:botcar:catesbyLabels.penOnPage316.1,R.H.S.P. 001 R.H.S.D. 001,urn:cite:botcar:sloane.316,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_004_0501,""
urn:cite:botcar:catesbyLabels.penOnPage65.1,R.H.S.P. 37,urn:cite:botcar:sloane.65,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_055_0601,""
urn:cite:botcar:catesbyLabels.penOnPage198.1,R.H.S.P. 58,urn:cite:botcar:sloane.198,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_060_0597,""
urn:cite:botcar:catesbyLabels.penOnPage420.1,R.H.S.P. 7,urn:cite:botcar:sloane.420,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_096_0562,""
urn:cite:botcar:catesbyLabels.penOnPage239.1,R.H.S.P. 7?,urn:cite:botcar:sloane.239,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_093_0567,""
urn:cite:botcar:catesbyLabels.penOnPage55.1,R.H.S.P. 8  T.22,urn:cite:botcar:sloane.55,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_098_0558,""
urn:cite:botcar:catesbyLabels.penOnPage268.1,R.H.S.P. 9,urn:cite:botcar:sloane.268,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_088_0566,""
urn:cite:botcar:catesbyLabels.penOnPage422.1,R.H.S.P. 93,urn:cite:botcar:sloane.422,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_012_0493,""
urn:cite:botcar:catesbyLabels.penOnPage175.1,R.H.S.P.8.13,urn:cite:botcar:sloane.175,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_081_0424,""
urn:cite:botcar:catesbyLabels.penOnPage428.1,R.S. 189.28,urn:cite:botcar:sloane.428,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_074_0434,""
urn:cite:botcar:catesbyLabels.penOnPage216.1,R.S. 206,urn:cite:botcar:sloane.216,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_092_0418,""
urn:cite:botcar:catesbyLabels.penOnPage220.1,R.S. 206,urn:cite:botcar:sloane.220,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_094_0408,""
urn:cite:botcar:catesbyLabels.penOnPage217.1,R.S. 206,urn:cite:botcar:sloane.217,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_096_0413,""
urn:cite:botcar:catesbyLabels.penOnPage379.1,R.S. 206,urn:cite:botcar:sloane.379,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_096_0413,""
urn:cite:botcar:catesbyLabels.penOnPage9.1,R.S. 286.9,urn:cite:botcar:sloane.9,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_093_0415,""
urn:cite:botcar:catesbyLabels.penOnPage17.1,R.S. 299. 12.,urn:cite:botcar:sloane.17,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_055_0465,""
urn:cite:botcar:catesbyLabels.penOnPage146.1,R.S. 299.12.,urn:cite:botcar:sloane.146,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_075_0427,""
urn:cite:botcar:catesbyLabels.penOnPage406.1,R.S. 327.2,urn:cite:botcar:sloane.406,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_019_0491,""
urn:cite:botcar:catesbyLabels.penOnPage16.1,R.S. 344,urn:cite:botcar:sloane.16,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_095_0409,""
urn:cite:botcar:catesbyLabels.penOnPage322.1,R.S. 351.1,urn:cite:botcar:sloane.322,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_059_0446,""
urn:cite:botcar:catesbyLabels.penOnPage320.1,R.S. 451.3,urn:cite:botcar:sloane.320,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_056_0466,""
urn:cite:botcar:catesbyLabels.penOnPage86.1,R.S. 456,urn:cite:botcar:sloane.86,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_057_0437,""
urn:cite:botcar:catesbyLabels.penOnPage360.1,R.S. 462,urn:cite:botcar:sloane.360,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_121_0535,""
urn:cite:botcar:catesbyLabels.penOnPage321.1,R.S. 465,urn:cite:botcar:sloane.321,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_057_0437,""
urn:cite:botcar:catesbyLabels.penOnPage39.1,R.S. 468 vid. pag preced.,urn:cite:botcar:sloane.39,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_054_0459,""
urn:cite:botcar:catesbyLabels.penOnPage300.1,R.S. 490; R.S. 490,urn:cite:botcar:sloane.300,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_131_0525,""
urn:cite:botcar:catesbyLabels.penOnPage195.1,R.S. 490.78,urn:cite:botcar:sloane.195,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_062_0452,""
urn:cite:botcar:catesbyLabels.penOnPage432.1,R.S. 511.17,urn:cite:botcar:sloane.432,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_059_0446,""
urn:cite:botcar:catesbyLabels.penOnPage408.1,R.S. 533,urn:cite:botcar:sloane.408,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_031_0474,""
urn:cite:botcar:catesbyLabels.penOnPage279.1,R.S. 608. 25?,urn:cite:botcar:sloane.279,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_086_0422,""
urn:cite:botcar:catesbyLabels.penOnPage121.1,R.S. 639,urn:cite:botcar:sloane.121,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_059_0446,""
urn:cite:botcar:catesbyLabels.penOnPage215.1,R.S.211,urn:cite:botcar:sloane.215,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_092_0418,""
urn:cite:botcar:catesbyLabels.penOnPage174.1,R.S.P. 124 Pluck T. 358.8.4,urn:cite:botcar:sloane.174,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_066_0440,""
urn:cite:botcar:catesbyLabels.penOnPage73.1,R.S.P. 37.4,urn:cite:botcar:sloane.73,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_021_0485,""
urn:cite:botcar:catesbyLabels.penOnPage412.1,R.S.P. 44,urn:cite:botcar:sloane.412,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_005_0503,""
urn:cite:botcar:catesbyLabels.penOnPage342.1,R.S.P. 8.11.77,urn:cite:botcar:sloane.342,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_077_0425,""
urn:cite:botcar:catesbyLabels.penOnPage383.1,R.S.P. 8.13,urn:cite:botcar:sloane.383,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_078_0433,""
urn:cite:botcar:catesbyLabels.penOnPage345.1,R.S.P. 93,urn:cite:botcar:sloane.345,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_032_0629,""
urn:cite:botcar:catesbyLabels.penOnPage49.1,R.S.P. 93,urn:cite:botcar:sloane.49,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_069_0588,""
urn:cite:botcar:catesbyLabels.penOnPage218.1,R.S.P. bog,urn:cite:botcar:sloane.218,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_056_0602,""
urn:cite:botcar:catesbyLabels.penOnPage4.1,R.S.P.7.2,urn:cite:botcar:sloane.4,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_078_0433,""
urn:cite:botcar:catesbyLabels.penOnPage282.1,Randalia mariana procerior. Pet. Gaz. T. VI. f. 2. R.H.S. 234,urn:cite:botcar:sloane.282,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_042_0455,""
urn:cite:botcar:catesbyLabels.penOnPage156.1,S. 602 ? 3,urn:cite:botcar:sloane.156,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_084_0429,""
urn:cite:botcar:catesbyLabels.penOnPage104.1,Tab. Pluck 423 f. 3 R.H.S. 204.1,urn:cite:botcar:sloane.104,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_054_0459,""
urn:cite:botcar:catesbyLabels.penOnPage41.1,Toxicodendron Carolinianum fol. pinnatis floridus minimis herbaceris Cat. Hort. Lond. R.H. 1699,urn:cite:botcar:sloane.41,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_025_0488,""
urn:cite:botcar:catesbyLabels.pencilOnPage273.1,??? perennis Walter [A.M.Vail],urn:cite:botcar:sloane.273,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_122_0536,""
urn:cite:botcar:catesbyLabels.pencilOnPage331.1,#NAME?,urn:cite:botcar:sloane.331,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_030_0486,""
urn:cite:botcar:catesbyLabels.pencilOnPage117.1,1.38 Nux Juglans Carolinensis@ etc.; Hickory,urn:cite:botcar:sloane.117,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_003_0509,""
urn:cite:botcar:catesbyLabels.pencilOnPage222.1,A. humistrata Walt. - A. amplexicaulis [A.M. Vail],urn:cite:botcar:sloane.222,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_086_0564,""
urn:cite:botcar:catesbyLabels.pencilOnPage286.1,A. humistrata Walt. = A. amplexicaulis Michx.,urn:cite:botcar:sloane.286,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_030_0486,""
urn:cite:botcar:catesbyLabels.pencilOnPage287.1,A. obtusifolia Mx.,urn:cite:botcar:sloane.287,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_030_0486,""
urn:cite:botcar:catesbyLabels.pencilOnPage87.1,acerates viridiflora Raf.,urn:cite:botcar:sloane.87,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_018_0492,""
urn:cite:botcar:catesbyLabels.pencilOnPage292.1,Arbor Judae Ameri.,urn:cite:botcar:sloane.292,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_002_0510,""
urn:cite:botcar:catesbyLabels.pencilOnPage324.1,Asclepias rubra L.,urn:cite:botcar:sloane.324,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_083_0572,""
urn:cite:botcar:catesbyLabels.pencilOnPage431.1,B. Catalpa L. Sp Pl. 622 i.49 Bignonia urucu foliis,urn:cite:botcar:sloane.431,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_061_0444,""
urn:cite:botcar:catesbyLabels.pencilOnPage20.1,Berlandiera tomentosa ?,urn:cite:botcar:sloane.20,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_034_0477,""
urn:cite:botcar:catesbyLabels.pencilOnPage139.1,Button wood of Virg.,urn:cite:botcar:sloane.139,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_059_0598,""
urn:cite:botcar:catesbyLabels.pencilOnPage322.1,Catesb Carol. i.50 T. sessile L. Sp. Pl. 340 Solanum et fl. purporeo,urn:cite:botcar:sloane.322,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_059_0446,""
urn:cite:botcar:catesbyLabels.pencilOnPage421.1,Catesby caroliniana i.56 Sp. Pl. 999,urn:cite:botcar:sloane.421,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_068_0449,""
urn:cite:botcar:catesbyLabels.pencilOnPage109.1,Cliftonia,urn:cite:botcar:sloane.109,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_067_0450,""
urn:cite:botcar:catesbyLabels.pencilOnPage164.1,Cocculus carolinus DC,urn:cite:botcar:sloane.164,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_104_0557,""
urn:cite:botcar:catesbyLabels.pencilOnPage412.1,Cornus florids Linn. Sp. Pl. 117,urn:cite:botcar:sloane.412,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_005_0503,""
urn:cite:botcar:catesbyLabels.pencilOnPage28.1,Cracea virginiana [? - possibly attached to next specimen?],urn:cite:botcar:sloane.28,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_119_0538,""
urn:cite:botcar:catesbyLabels.pencilOnPage413.1,Desmodium [???],urn:cite:botcar:sloane.413,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_070_0586,""
urn:cite:botcar:catesbyLabels.pencilOnPage67.1,Eriogonum,urn:cite:botcar:sloane.67,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_043_0615,""
urn:cite:botcar:catesbyLabels.pencilOnPage66.1,Gonolobus hirsutum Michx.,urn:cite:botcar:sloane.66,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_017_0495,""
urn:cite:botcar:catesbyLabels.pencilOnPage46.1,Hab. ciliaris R. Br. (o. ames),urn:cite:botcar:sloane.46,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_056_0466,""
urn:cite:botcar:catesbyLabels.pencilOnPage50.1,Hibiscus,urn:cite:botcar:sloane.50,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_109_0550,""
urn:cite:botcar:catesbyLabels.pencilOnPage14.1,i. 63 Laurus Caroliniensis L. Borbonia L. Sp. Pl. 370 Pen label: This specimen might be the plant drawn in Catesby@ Hist. Carol. I@ t. 63 as: Lauryus Caroliniensis. Seripo A. Koskerman (???) 1937,urn:cite:botcar:sloane.14,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_001_0507,""
urn:cite:botcar:catesbyLabels.pencilOnPage55.1,i.16 Quercus an potius Ilex Marylandica etc.  Quercus Phellos L.Sp.P. 994,urn:cite:botcar:sloane.55,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_098_0558,""
urn:cite:botcar:catesbyLabels.pencilOnPage342.1,i.16 Quercus Anpotius@ etc. Quercus Phellos L.Sp. Pl. 994,urn:cite:botcar:sloane.342,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_077_0425,""
urn:cite:botcar:catesbyLabels.pencilOnPage175.1,i.17 Quercus sempervirens etc.  -- virens tor in Ait. H. Kew. iii.356. Quercus Phellos B. L. Sp. Pl. 994!,urn:cite:botcar:sloane.175,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_081_0424,""
urn:cite:botcar:catesbyLabels.pencilOnPage391.1,i.18 Quercus castanea foliis@ etc.,urn:cite:botcar:sloane.391,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_005_0503,""
urn:cite:botcar:catesbyLabels.pencilOnPage8.1,i.18 Quercus castaneae foliis etc. Chestnut Oak Sp. Pl. 995,urn:cite:botcar:sloane.8,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_014_0642,""
urn:cite:botcar:catesbyLabels.pencilOnPage239.1,i.19 Quercus (forte) Marilandica@ etc.  2 nigra Quercus nigra B.L.Sp. Pl. 996!,urn:cite:botcar:sloane.239,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_093_0567,""
urn:cite:botcar:catesbyLabels.pencilOnPage420.1,i.20 Quercus folis non serrata@ etc. Q. nigra L.Sp.Pl. 995!  Q. aquatica,urn:cite:botcar:sloane.420,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_096_0562,""
urn:cite:botcar:catesbyLabels.pencilOnPage233.1,i.21 Quercus alba Virginianum.  Quercus alba L.Sp. Pl. 996,urn:cite:botcar:sloane.233,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_091_0565,""
urn:cite:botcar:catesbyLabels.pencilOnPage231.1,i.27 Cornus mas@ etc. Cornus florida L. Sp. Pl. 117,urn:cite:botcar:sloane.231,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_089_0568,""
urn:cite:botcar:catesbyLabels.pencilOnPage32.1,i.29 Aristolochia pistolochia@ etc.  A. Serpentaria L.Sp. Pl. 961,urn:cite:botcar:sloane.32,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_122_0536,""
urn:cite:botcar:catesbyLabels.pencilOnPage305.1,i.31 Agrifolium carolinens etc.,urn:cite:botcar:sloane.305,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_065_0441,""
urn:cite:botcar:catesbyLabels.pencilOnPage302.1,i.34 Populus nigra@ etc.,urn:cite:botcar:sloane.302,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_011_0500,""
urn:cite:botcar:catesbyLabels.pencilOnPage172.1,i.34 Populus nigra@ etc. P. balsamifera L. Sp. Pl. 1034,urn:cite:botcar:sloane.172,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_052_0604,""
urn:cite:botcar:catesbyLabels.pencilOnPage68.1,i.41 Tupelo Arborea@ etc. Nyssa aquatica L.Sp.Pl. 1058; [pencil sketch of fruit next to sample],urn:cite:botcar:sloane.68,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_077_0425,""
urn:cite:botcar:catesbyLabels.pencilOnPage262.1,i.44 Althea Floridana,urn:cite:botcar:sloane.262,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_013_0497,""
urn:cite:botcar:catesbyLabels.pencilOnPage95.1,i.44 Althea Floridana. Gordonia. Hypericum Lasianthus L. Sp. Pl. 783,urn:cite:botcar:sloane.95,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_050_0605,""
urn:cite:botcar:catesbyLabels.pencilOnPage47.1,i.46 Frutex cornifolius etc.,urn:cite:botcar:sloane.47,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_016_0494,""
urn:cite:botcar:catesbyLabels.pencilOnPage80.1,i.49 Bignonia Urucu@ etc.  B. Catalpa L. Sp. Pl. 622,urn:cite:botcar:sloane.80,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_051_0606,""
urn:cite:botcar:catesbyLabels.pencilOnPage111.1,i.60 Tupelo arbor Nyssa aquatica L. Sp. Pl. 1058,urn:cite:botcar:sloane.111,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_067_0450,""
urn:cite:botcar:catesbyLabels.pencilOnPage34.1,i.61 Ligustrum laurifolio etc.,urn:cite:botcar:sloane.34,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_022_0484,""
urn:cite:botcar:catesbyLabels.pencilOnPage345.1,i.62 Acer virginianum@ etc. Acer rubrum L.Sp. Pl. 1055,urn:cite:botcar:sloane.345,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_032_0629,""
urn:cite:botcar:catesbyLabels.pencilOnPage419.1,i.66 Alnifolia Americana@ etc.  Clethra alnifolia L. Sp. Pl. 396 Andromeda paniculata L.Sp. Pl. 394@ vol. 2 43,urn:cite:botcar:sloane.419,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_035_0620,""
urn:cite:botcar:catesbyLabels.pencilOnPage105.1,i.67 Juglans nigra L. Sp. Pl. 997,urn:cite:botcar:sloane.105,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_094_0560,""
urn:cite:botcar:catesbyLabels.pencilOnPage180.1,i.67 Juglans nigra L.Sp.Pl. 997,urn:cite:botcar:sloane.180,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_097_0563,""
urn:cite:botcar:catesbyLabels.pencilOnPage384.1,i.71 Frutex oblongis@ etc. Andromeda arborea L. Sp. Pl. 394,urn:cite:botcar:sloane.384,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_057_0599,""
urn:cite:botcar:catesbyLabels.pencilOnPage260.1,i.80 Fraxinus Carolinensis@ etc.,urn:cite:botcar:sloane.260,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_011_0500,""
urn:cite:botcar:catesbyLabels.pencilOnPage21.1,i.9 Castanea pumila@ etc.  Sp. Pl. 998,urn:cite:botcar:sloane.21,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_036_0622,""
urn:cite:botcar:catesbyLabels.pencilOnPage192.1,ii 62,urn:cite:botcar:sloane.192,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_006_0499,""
urn:cite:botcar:catesbyLabels.pencilOnPage63.1,ii 84 Philadelphus flore alba etc.,urn:cite:botcar:sloane.63,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_016_0494,""
urn:cite:botcar:catesbyLabels.pencilOnPage238.1,ii.102 Hamamelis Gronov.,urn:cite:botcar:sloane.238,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_004_0501,""
urn:cite:botcar:catesbyLabels.pencilOnPage174.1,ii.33 Frutex trifolius resinosus@ etc. fide index but ii.33 is Amyris elemifera Ptelea trifoliata L.,urn:cite:botcar:sloane.174,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_066_0440,""
urn:cite:botcar:catesbyLabels.pencilOnPage160.1,ii.54,urn:cite:botcar:sloane.160,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_018_0492,""
urn:cite:botcar:catesbyLabels.pencilOnPage48.1,ii.58 Lilium Carolinianum@ etc. philadelphicum L. (??????),urn:cite:botcar:sloane.48,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_068_0589,""
urn:cite:botcar:catesbyLabels.pencilOnPage13.1,ii.62 Pseudo-Phalangium ramosum,urn:cite:botcar:sloane.13,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_057_0437,""
urn:cite:botcar:catesbyLabels.pencilOnPage243.1,ii.65 Stirax Aceris folio Sp. Pl. 999,urn:cite:botcar:sloane.243,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_079_0432,""
