LabelURN,Text,SpecimenURN,ImageURN,ROI
urn:cite:botcar:catesbyLabels.pencilOnPage19.1,ii.65 Stirax aceris folio. Liquidambar styraciflua L. Sp. Pl. 991 [449?],urn:cite:botcar:sloane.19,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_034_0634,""
urn:cite:botcar:catesbyLabels.pencilOnPage415.1,ii.83 Frutex Virginianus trifolinus@ etc.  Ptelea trifoliata L.,urn:cite:botcar:sloane.415,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_053_0607,""
urn:cite:botcar:catesbyLabels.pencilOnPage170.1,ii.98 Chamaedaphne foliis Tini@ etc. Kalmia latifolia L. Sp. Pl.,urn:cite:botcar:sloane.170,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_054_0603,""
urn:cite:botcar:catesbyLabels.pencilOnPage33.1,Ilex Cassine L. Sp. Pl. 125; Ilex Cassine L. a. latifolia Ait. fest. locus[??????],urn:cite:botcar:sloane.33,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_065_0441,""
urn:cite:botcar:catesbyLabels.pencilOnPage271.1,Kalmia latifolia L. Sp. Pl. 391 ii.98 Chamaedaphne foliis Tini@ etc.,urn:cite:botcar:sloane.271,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_064_0442,""
urn:cite:botcar:catesbyLabels.pencilOnPage220.1,Liatris Elegans Walter,urn:cite:botcar:sloane.220,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_094_0408,""
urn:cite:botcar:catesbyLabels.pencilOnPage210.1,Liatris elegans Willd.,urn:cite:botcar:sloane.210,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_040_0621,""
urn:cite:botcar:catesbyLabels.pencilOnPage216.1,Liatris Elegans@ Willd.,urn:cite:botcar:sloane.216,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_092_0418,""
urn:cite:botcar:catesbyLabels.pencilOnPage181.1,Liatris paniculata Willd.,urn:cite:botcar:sloane.181,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_040_0621,""
urn:cite:botcar:catesbyLabels.pencilOnPage370.1,Liatris spicata Lin.,urn:cite:botcar:sloane.370,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_094_0408,""
urn:cite:botcar:catesbyLabels.pencilOnPage213.1,Liatris spicata Linn.,urn:cite:botcar:sloane.213,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_094_0408,""
urn:cite:botcar:catesbyLabels.pencilOnPage104.1,Liatris squamosa Willd,urn:cite:botcar:sloane.104,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_054_0459,""
urn:cite:botcar:catesbyLabels.pencilOnPage9.1,Lippia nodiflora Michx.,urn:cite:botcar:sloane.9,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_093_0415,""
urn:cite:botcar:catesbyLabels.pencilOnPage263.1,Lonicera marilandica L.Sp. Pl. 175; ii.78; Gentiana forte?,urn:cite:botcar:sloane.263,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_033_0472,""
urn:cite:botcar:catesbyLabels.pencilOnPage308.1,Morus rubra,urn:cite:botcar:sloane.308,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_092_0570,""
urn:cite:botcar:catesbyLabels.pencilOnPage169.1,N. aquatica L.Sp.Pl. (in ???) 1058. Nyssa uniflora Wanger i. 60 Tupelo Arbor,urn:cite:botcar:sloane.169,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_052_0604,""
urn:cite:botcar:catesbyLabels.pencilOnPage90.1,Paspalum,urn:cite:botcar:sloane.90,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_117_0540,""
urn:cite:botcar:catesbyLabels.pencilOnPage383.1,Q. Phellos etc. L. Sp. Pl. 994 i.22 Quercus humilios@ etc,urn:cite:botcar:sloane.383,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_078_0433,""
urn:cite:botcar:catesbyLabels.pencilOnPage268.1,referred to i.23 (Quercs Esculi divisura@ etc.) in list but that represents Q. rubra see Sp. Pl. 212.78. Quercus Catesbaei Mich. Hist. Chenes Am. No. 17.t.29!,urn:cite:botcar:sloane.268,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_088_0566,""
urn:cite:botcar:catesbyLabels.pencilOnPage207.1,see Hort New ii 301 and Sol. Mss x 111.67,urn:cite:botcar:sloane.207,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_029_0481,""
urn:cite:botcar:catesbyLabels.pencilOnPage253.1,see note by Macfarlane on f. 21,urn:cite:botcar:sloane.253,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_045_0454,""
urn:cite:botcar:catesbyLabels.pencilOnPage265.1,Sp. Pl. 195,urn:cite:botcar:sloane.265,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_035_0480,""
urn:cite:botcar:catesbyLabels.pencilOnPage309.1,Sp. Pl. 394.  i.71 Frutex foliis oblongis@ etc.,urn:cite:botcar:sloane.309,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_066_0440,""
urn:cite:botcar:catesbyLabels.pencilOnPage306.1,Sp. Pl. 505 i.24 ?apodophyllon Canadense@ etc.,urn:cite:botcar:sloane.306,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_063_0451,""
urn:cite:botcar:catesbyLabels.pencilOnPage389.1,Sp. Pl. 535 i.48 Arbor Tulipifera,urn:cite:botcar:sloane.389,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_080_0431,""
urn:cite:botcar:catesbyLabels.pencilOnPage218.1,Sp. Pl. 71  i.32 Gramen Myloicophoron@ etc.,urn:cite:botcar:sloane.218,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_056_0602,""
urn:cite:botcar:catesbyLabels.pencilOnPage4.1,Sp. Pl. 996 1. Quercus Catesbaei Mich,urn:cite:botcar:sloane.4,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_078_0433,""
urn:cite:botcar:catesbyLabels.pencilOnPage360.1,Stylanthus [?],urn:cite:botcar:sloane.360,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_121_0535,""
urn:cite:botcar:catesbyLabels.pencilOnPage304.1,Stylosanthes,urn:cite:botcar:sloane.304,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_119_0538,""
urn:cite:botcar:catesbyLabels.pencilOnPage101.1,Styrax americana?,urn:cite:botcar:sloane.101,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_016_0494,""
urn:cite:botcar:catesbyLabels.pencilOnPage289.1,The Root of this plant the Indians esteem good for the Bite of the Rattlesnake.,urn:cite:botcar:sloane.289,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_105_0548,""
urn:cite:botcar:catesbyLabels.pencilOnPage201.1,This label has no connection with the specimen,urn:cite:botcar:sloane.201,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_038_0473,""
urn:cite:botcar:catesbyLabels.pencilOnPage25.1,This was subsequently named by Solander Kriegia. See So. Hort 4471 syn = Helenium nudiflorum,urn:cite:botcar:sloane.25,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_033_0472,""
urn:cite:botcar:catesbyLabels.pencilOnPage7.1,Trillium cernuum L. Sp. Pl. 340. See Smith Spiciles f. 4. Catesby Carol. i.45 Sonumte fl. carneo. See Journ. Bot. 1901 (1907?) 321-335; Photographed Febr. 1967 Reg. No. N 1187; Trillium Catesbaei Elliott Fl. S. Carol.  i.429 (1817),urn:cite:botcar:sloane.7,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_059_0446,""
urn:cite:botcar:catesbyLabels.typedLabel345.1,Acer rubrum L.  Catesby 1-62 Det. Richard A. Howard 1982,urn:cite:botcar:sloane.345,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_032_0629,""
urn:cite:botcar:catesbyLabels.typedLabel372.1,Acer rubrum L.  Catesby 1-62 see also HS 232 f 32 Det. Richard A. Howard 1982,urn:cite:botcar:sloane.372,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_014_0498,""
urn:cite:botcar:catesbyLabels.typedLabel32.1,Aristolochia serpentaria L.  Catesby 1-29 Det. Richard A. Howard 1982,urn:cite:botcar:sloane.32,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_122_0536,""
urn:cite:botcar:catesbyLabels.typedLabel47.1,Calycanthus floridus L.  Catesby 1-46 Det. Richard A. Howard 1982,urn:cite:botcar:sloane.47,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_016_0494,""
urn:cite:botcar:catesbyLabels.typedLabel117.1,Carya tomentosa (Poir) Nutt. but the correct name needs further work since Rehder proposed Juglans alba as a nom. ambig.  Catesby 1-38. Det. Richard A. Howard 1982.,urn:cite:botcar:sloane.117,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_003_0509,""
urn:cite:botcar:catesbyLabels.typedLabel21.1,Castanea pumila (L.) Miller Catesby 1-9 Det. Richard A. Howard 1982,urn:cite:botcar:sloane.21,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_036_0622,""
urn:cite:botcar:catesbyLabels.typedLabel80.1,Catalpa bignonioides Walter Catesby 1-49 see also HS 212 f 61 Det. Richard A. Howard 1982,urn:cite:botcar:sloane.80,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_051_0606,""
urn:cite:botcar:catesbyLabels.typedLabel431.1,Catalpa bignonioides Walter Catesby 1-49 see also HS 232 f 51 Det. Richard A. Howard 1982,urn:cite:botcar:sloane.431,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_061_0444,""
urn:cite:botcar:catesbyLabels.typedLabel419.1,Clethra alnifolia L.  Catesby 1-66 see also HS 212 f 50 Det. Richard A. Howard 1982,urn:cite:botcar:sloane.419,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_035_0620,""
urn:cite:botcar:catesbyLabels.typedLabel259.1,Clethra alnifolia L.  Catesby 1-66 see also HS 232 f 35 Det. Richard A. Howard 1982,urn:cite:botcar:sloane.259,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_050_0469,""
urn:cite:botcar:catesbyLabels.typedLabel150.1,Cocculus carolinus (L) DC Catesby 1-51 see also f 104 Det. Richard A. Howard 1982,urn:cite:botcar:sloane.150,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_041_0617,""
urn:cite:botcar:catesbyLabels.typedLabel164.1,Cocculus carolinus (L) DC Catesby 1-51 see also f 41 Det. Richard A. Howard 1982,urn:cite:botcar:sloane.164,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_104_0557,""
urn:cite:botcar:catesbyLabels.typedLabel192.1,Commelina virginica L.  Catesby 2-62 see alo f 57 Det. Richard A. Howard 1982,urn:cite:botcar:sloane.192,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_006_0499,""
urn:cite:botcar:catesbyLabels.typedLabel13.1,Commelina virginica L.  Catesby 2-62 see also f 6 Det. Richard A. Howard 1982,urn:cite:botcar:sloane.13,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_057_0437,""
urn:cite:botcar:catesbyLabels.typedLabel231.1,Cornus florida L.  Catesby 1-27 see also HS 212 f 5 Det. Richard A. Howard 1982,urn:cite:botcar:sloane.231,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_089_0568,""
urn:cite:botcar:catesbyLabels.typedLabel412.1,Cornus florida L.@ Catesby 1-27@ see also HS 232 f 89; Det. Richard A. Howard 1982.,urn:cite:botcar:sloane.412,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_005_0503,""
urn:cite:botcar:catesbyLabels.typedLabel67.1,Eriogonum tomentosum Michx.  det. James L. Reveal@ U.S. National Museum@ 1972,urn:cite:botcar:sloane.67,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_043_0615,""
urn:cite:botcar:catesbyLabels.typedLabel260.1,Fraxinus americana L. Catesby 1-80 Det. Richard A. Howard 1982,urn:cite:botcar:sloane.260,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_011_0500,""
urn:cite:botcar:catesbyLabels.typedLabel355.1,Gentiana catesbaei Walter Catesby 1-70 Det. Richard A. Howard 1982,urn:cite:botcar:sloane.355,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_087_0417,""
urn:cite:botcar:catesbyLabels.typedLabel95.1,Gordonia lasianthus (L.) Ellis Catesby 1-44 see also HS 212 f 13 Det. Richard A. Howard 1982,urn:cite:botcar:sloane.95,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_050_0605,""
urn:cite:botcar:catesbyLabels.typedLabel262.1,Gordonia lasianthus (L.) Ellis Catesby 1-44 see also HS 232 f 50 Det. Richard A. Howard 1982,urn:cite:botcar:sloane.262,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_013_0497,""
urn:cite:botcar:catesbyLabels.typedLabel238.1,Hamamelis virginiana L.  Catesby 2 app. 2 Det. Richard A. Howard 1982,urn:cite:botcar:sloane.238,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_004_0501,""
urn:cite:botcar:catesbyLabels.typedLabel180.1,Juglans nigra L.  Catesby 1-67 see also f 94 Det. Richard A. Howard 1982,urn:cite:botcar:sloane.180,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_097_0563,""
urn:cite:botcar:catesbyLabels.typedLabel105.1,Juglans nigra L.  Catesby 1-67 see also f 97 Det. Richard A. Howard 1982,urn:cite:botcar:sloane.105,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_094_0560,""
urn:cite:botcar:catesbyLabels.typedLabel170.1,Kalmia latifolia L.  Catesby 2-98 see also HS 212 f 64 Det. Richard A. Howard 1982,urn:cite:botcar:sloane.170,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_054_0603,""
urn:cite:botcar:catesbyLabels.typedLabel271.1,Kalmia latifolia L.  Catesby 2-98 see also HS 232 f 54 Det. Richard A. Howard 1982,urn:cite:botcar:sloane.271,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_064_0442,""
urn:cite:botcar:catesbyLabels.typedLabel48.1,Lilium catesbaei Walter Catesby 2-58 Det. Richard A. Howard 1982,urn:cite:botcar:sloane.48,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_068_0589,""
urn:cite:botcar:catesbyLabels.typedLabel19.1,Liquidambar styraciflua L.  Catesby 2-65 see also HS 212 f 79 Det Richard A. Howard 1982,urn:cite:botcar:sloane.19,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_034_0634,""
urn:cite:botcar:catesbyLabels.typedLabel243.1,Liquidambar styraciflua L.  Catesby 2-65 see also HS 232 f 34 Det. Richard A. Howard 1982,urn:cite:botcar:sloane.243,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_079_0432,""
urn:cite:botcar:catesbyLabels.typedLabel389.1,Liriodendron tulipifera L.  Catesby 1-48 Det. Richard A. Howard 1982,urn:cite:botcar:sloane.389,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_080_0431,""
urn:cite:botcar:catesbyLabels.typedLabel169.1,Nyssa aquatica L.  Catesby 1-60 designated type by Eyde (Taxon 13:131) this the typotype see also HS 212 f 67 Det. Richard A. Howard 1982,urn:cite:botcar:sloane.169,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_052_0604,""
urn:cite:botcar:catesbyLabels.typedLabel111.1,Nyssa aquatica L.  Catesby 1-60 see also HS 232 f 52 Det. Richard A. Howard,urn:cite:botcar:sloane.111,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_067_0450,""
urn:cite:botcar:catesbyLabels.typedLabel68.1,Nyssa sylvatica Marshall Catesby 1-41 Det. Richard A. Howard 1982,urn:cite:botcar:sloane.68,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_077_0425,""
urn:cite:botcar:catesbyLabels.typedLabel34.1,Osmanthus americanus (L.) Gray Catesby 1-61 Linn. cited only Catesby and this would be typotype however Green chose an unmarked sheet in Herb. L. as type specimen. Det. Richard A. Howared 1982,urn:cite:botcar:sloane.34,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_022_0484,""
urn:cite:botcar:catesbyLabels.typedLabel384.1,Oxydendrum arboreum (L) DC Catesby 1-71 see also HS 212 f 66 Det. Richard A. Howard 1982,urn:cite:botcar:sloane.384,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_057_0599,""
urn:cite:botcar:catesbyLabels.typedLabel309.1,Oxydendrum arboreum (L) DC Catesby 1-71 see also HS 232 f 57 Det. Richard A. Howard 1982,urn:cite:botcar:sloane.309,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_066_0440,""
urn:cite:botcar:catesbyLabels.typedLabel14.1,Persea borbonia (L.) Sprengel Catesby 1-63 Det. Richard A. Howard 1982,urn:cite:botcar:sloane.14,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_001_0507,""
urn:cite:botcar:catesbyLabels.typedLabel63.1,Philadephus inodorus L.  Catesby 2-84 . Dandy calls this the typotype.  Det. Richard A. Howard 1982,urn:cite:botcar:sloane.63,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_016_0494,""
urn:cite:botcar:catesbyLabels.typedLabel421.1,Platanus occidentalis L.  Catesby 1-56 Det. Richard A. Howard 1982,urn:cite:botcar:sloane.421,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_068_0449,""
urn:cite:botcar:catesbyLabels.typedLabel306.1,Podophyllum peltatum L.  Catesby 1-24 De. Richard A. Howard 1982,urn:cite:botcar:sloane.306,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_063_0451,""
urn:cite:botcar:catesbyLabels.typedLabel302.1,Populus Rouleau (Rhodora 48:103-110) concluded Catesby 1-34 was P. heterophylla but the description a mixture of P. heterophylla and P. deltoides. See also HS 212 f 52. Det. Richard A. Howard 1982,urn:cite:botcar:sloane.302,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_011_0500,""
urn:cite:botcar:catesbyLabels.typedLabel415.1,Ptelea trifoliata L.  Catesby 2-83 see also HS 212 f 66 Det. Richard A. Howard 1982,urn:cite:botcar:sloane.415,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_053_0607,""
urn:cite:botcar:catesbyLabels.typedLabel174.1,Ptelea trifoliata L.  Catesby 2-83 see also HS 232 f 53 Det. Richard A. Howard 1982,urn:cite:botcar:sloane.174,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_066_0440,""
urn:cite:botcar:catesbyLabels.typedLabel233.1,Quercus alba L.  Catesby 1-21 Det. Richard A. Howard 1982,urn:cite:botcar:sloane.233,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_091_0565,""
urn:cite:botcar:catesbyLabels.typedLabel383.1,Quercus incana Bartram; also type of Q. phellos var gamma L and Q. brevifolia Sarg. Catesby 1-22.  Det. Richard A. Howard 1982,urn:cite:botcar:sloane.383,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_078_0433,""
urn:cite:botcar:catesbyLabels.typedLabel268.1,Quercus laevis Walter Catesby 1-23 see also HS 212 f 78 Det. Richard A. Howard 1982,urn:cite:botcar:sloane.268,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_088_0566,""
urn:cite:botcar:catesbyLabels.typedLabel4.1,Quercus laevis Walter Catesby i-23 see also HS 232 f 88 Det. Richard A. Howard 1982,urn:cite:botcar:sloane.4,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_078_0433,""
urn:cite:botcar:catesbyLabels.typedLabel239.1,Quercus marilandica Muenchh.  Catesby 1-19 Det. Richard A. Howard 1982,urn:cite:botcar:sloane.239,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_093_0567,""
urn:cite:botcar:catesbyLabels.typedLabel420.1,Quercus nigra L.  Catesby 1-20 Det. Richard A. Howard 1982,urn:cite:botcar:sloane.420,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_096_0562,""
urn:cite:botcar:catesbyLabels.typedLabel55.1,Quercus phellos L.  Catesby 1-16 see also HS 212 f 77 Det. Richard A. Howard 1982,urn:cite:botcar:sloane.55,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_098_0558,""
urn:cite:botcar:catesbyLabels.typedLabel342.1,Quercus phellos L.  Catesby 1-16 see also HS 232 f 98 Det. Richard A. Howard 1982,urn:cite:botcar:sloane.342,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_077_0425,""
urn:cite:botcar:catesbyLabels.typedLabel8.1,Quercus prinus L.  Catesby 1-18 see also HS 212 f 5 Det. Richard A. Howard 1982,urn:cite:botcar:sloane.8,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_014_0642,""
urn:cite:botcar:catesbyLabels.typedLabel391.1,Quercus prinus L.@ Catesby 1-18 see also HS 232 f 14; Det. Richard A. Howard 1982.,urn:cite:botcar:sloane.391,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_005_0503,""
urn:cite:botcar:catesbyLabels.typedLabel175.1,Quercus virginiana Miller Catesby 1-17. Typotype of Quercus phellos var B ex Dandy Det. Richard A. Howard 1982,urn:cite:botcar:sloane.175,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_081_0424,""
urn:cite:botcar:catesbyLabels.typedLabel75.1,Sarracenia catesbaei (Elliot) Bell?  Casteby 2-69 see also f 20@ 45 Det. Richard A. Howard 1983,urn:cite:botcar:sloane.75,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_021_0485,""
urn:cite:botcar:catesbyLabels.typedLabel72.1,Sarracenia x catesbaei (Elliot) Bell?  Catesby 2-69 see also f 21@ 45 Det. Richard A. Howard 1982,urn:cite:botcar:sloane.72,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_020_0490,""
urn:cite:botcar:catesbyLabels.typedLabel160.1,Silene virginica L.  Catesby 2-54 Det. Silene virginica L.,urn:cite:botcar:sloane.160,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_018_0492,""
urn:cite:botcar:catesbyLabels.typedLabel263.1,Spigelia marilandica (L.) L.  Catesby 2-78 Corrected reference@ see Syst. 12:734 Det. Richard A. Howard 1982,urn:cite:botcar:sloane.263,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_033_0472,""
urn:cite:botcar:catesbyLabels.typedLabel49.1,Taxodium ascendens Det. Glynn Church@ 9.2007 Taxodium distichum (L) Richard Catesby 1-11 see also HS 212 f 4@ HS 232 f 85 Det. Richard A. Howard,urn:cite:botcar:sloane.49,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_069_0588,""
urn:cite:botcar:catesbyLabels.typedLabel316.1,Taxodium distichum (L.) Richard Catesby 1-11 See also HS 232 f 69@ f 85 Det. Richard A. Howard 1982,urn:cite:botcar:sloane.316,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_004_0501,""
urn:cite:botcar:catesbyLabels.typedLabel234.1,Taxodium distichum (L) Richard Catesby 1-11 see also HS 212 f 4@ HS 232 f 69 Det. Richard A. Howard 1982,urn:cite:botcar:sloane.234,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_085_0578,""
urn:cite:botcar:catesbyLabels.typedLabel7.1,Trillium catesbaei Elliott Catesby 1-45 typotype ex Dandy Det. Richard A. Howard 1982,urn:cite:botcar:sloane.7,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_059_0446,""
urn:cite:botcar:catesbyLabels.typedLabel322.1,Trillium maculatum Raf.  Catesby 1-50 Typotype ex Dandy Det. Richard A. Howard 1982,urn:cite:botcar:sloane.322,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_059_0446,""
